Partner Name,Customer Account Name,Account Tier,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hPmpKQAS/view"", ""ValeCard"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZLw1OAG/view"", ""Infra - Vale Card (Winback OCI)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PHPlfIAH/view"", ""VALECARD-BQ-DAF"")",,Corporate,BR CORP,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-10-16,2026-11-20,"250,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hXy84QAC/view"", ""CALLINK SERVICOS DE CALL CENTER LTDA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZLo7OAG/view"", ""Callink - Projeto de Dados"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000PWewDIAT/view"", ""Callink - Projeto de Dados"")",,Corporate,BR CORP,Analytics,3:  Proposal / Negotiation,2026-09-16,2026-09-16,"30,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hjoZMQAY/view"", ""CIBRAFERTIL - COMPANHIA BRASILEIRA DE FERTILIZANTES"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eMfyOAE/view"", ""Infratakeover_CIBRA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OqYj7IAF/view"", ""Infra_Data&AI_Cibrafertil"")",,Corporate,BR CORP,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-10-15,2026-11-13,"380,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00002GHVv4QAH/view"", ""OURIBANK S.A. BANCO MULTIPLO"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eMXzOAM/view"", ""Ouribank_Gemini200"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OpevNIAR/view"", ""Ouribank_Gemini"")",,Brazil,FSI,Build with AI,4.3: Migrated/Implemented,2026-07-10,2026-07-30,"45,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hjoZMQAY/view"", ""CIBRAFERTIL - COMPANHIA BRASILEIRA DE FERTILIZANTES"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eMKMOA2/view"", ""Cibra_GE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OqKnFIAV/view"", ""Cibra_GE"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-07-30,2026-08-13,"54,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/001Kf0000180IPxIAM/view"", ""Baasic"")",3,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eLshOAE/view"", ""DataWorkload for Baasic"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NSNdIIAX/view"", ""Baasic  #Acc_Latam #Aprovada25k  #SST #IA #Migration #AWSInfra  #AEListQ126 #Escala  #UnCamino"")",,Brazil,Brazil DN,Analytics,4.3: Migrated/Implemented,2026-07-31,2026-08-31,"85,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001huFSVQA2/view"", ""Banco Fibra"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eLfYOAU/view"", ""[Banco Fibra] #Gemini Enterprise | 200 Seats"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OqKwMIAV/view"", ""[Banco Fibra] #Gemini Enterprise | 200 Seats"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-09-04,2026-09-30,"83,160.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001mGNQxQAO/view"", ""EQI Investimentos"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009WAoyOAG/view"", ""EQI INVESTIMENTOS #GE #GCP #OUT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OpYE8IAN/view"", ""[EQI INVESTIMENTOS]  #Gemini Enterprise | 260 seats"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-11-30,2026-12-18,"72,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001yRSajQAG/view"", ""Capitale Energia Comercializadora Ltda"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eLIyOAM/view"", ""Migracao AWS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OnhF4IAJ/view"", ""GCP Core"")",,Brazil,Energy & Nat Res,,0-2: Tech Eval/Solution Dev,2027-01-19,2027-03-01,0.00
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001rbM4iQAE/view"", ""Afya Educacional"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eIoSOAU/view"", ""AFYA - Azure to GCP Migration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OpdCgIAJ/view"", ""AFYA - Azure to GCP Migration"")",,PS,EDU PS,Migrate Modernize and Build,0-2: Tech Eval/Solution Dev,2026-12-31,2027-01-30,"120,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hPmpKQAS/view"", ""ValeCard"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZGCtOAO/view"", ""ValeCard #Dados #GCP #OUT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OpbleIAB/view"", ""ValeCard #Dados #GCP #OUT"")",,Corporate,BR CORP,Analytics,0-2: Tech Eval/Solution Dev,2026-07-31,2026-08-12,"93,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hPmpKQAS/view"", ""ValeCard"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZGCoOAO/view"", ""ValeCard #GeminiEnterprise #GCP #OUT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OpblAIAR/view"", ""ValeCard #GeminiEnterprise #GCP #OUT"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-08-28,2026-09-28,"50,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hlrtCQAQ/view"", ""CERC S.A."")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eHtgOAE/view"", ""CERC_DB_SQLServerCloudSQL_to_AlloyDB #GOLD #LAM"")",,,Brazil,FSI,Migrate and Modernize Databases,3:  Proposal / Negotiation,2026-10-16,2026-11-06,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hY61hQAC/view"", ""Ancar Administradora de Shopping Centers"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZEviOAG/view"", ""Ancar - Gemini Enterprise (term Reset GWS / AWT)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OJFjNIAX/view"", ""Ancar Term Reset GWS + GE #AWT - GEMINI ENTERPRISE #GCP #OUT https://vector.lightning.force.com/lightning/r/Opportunity/"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-28,2026-10-26,"30,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/001Kf00001BDSQkIAP/view"", ""Learn to Fly"")",3,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZBUROA4/view"", ""Bootcamp MVP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OJHkhIAH/view"", ""#VCBD - DOMO #AI Bootcamp -  Learn to Fly"")",,Brazil,Brazil DN,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-04-28,2026-04-29,"26,400.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUd6JQAS/view"", ""SINAGRO PRODUTOS AGROPECUARIOS SA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZAg6OAG/view"", ""Sinova - Dados"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OQSz5IAH/view"", ""Sinova #OUT #GCP #Gemini Enterprise #BR + Dados"")",,Corporate,BR CORP,Analytics,0-2: Tech Eval/Solution Dev,2026-07-31,2026-10-15,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUd6JQAS/view"", ""SINAGRO PRODUTOS AGROPECUARIOS SA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004ZAgkOAG/view"", ""SINAGRO #LOOKER #GCP #OUT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Op1iIIAR/view"", ""SINAGRO #LOOKER #GCP #OUT"")",,Corporate,BR CORP,Analytics,4.1: Pre Ramp / Mobilize,2026-09-18,2026-11-27,"30,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009W6anOAC/view"", ""AI Agentes Americanas"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OebjrIAB/view"", ""AI Agentes Americanas"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PT1OKAW/view"", ""ER-477844"")",Brazil,Retail & CPG,Build with AI,4.3: Migrated/Implemented,2026-05-18,2026-05-29,"200,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/001Kf000011Y8QkIAK/view"", ""UJJI LTD"")",3,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eDbJOAU/view"", ""Ujji # GCP #GenAI #Vertex"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LjY1tIAF/view"", ""Ujji #GCP #GenAi #Vertex"")",,Brazil,Brazil DN,Build with AI,4.2: Ramping / Deliver,2026-04-27,2026-08-28,"172,439.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hjzOZQAY/view"", ""Comexport Trading Comércio Exterior Ltda"")",1,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009W6aTOAS/view"", ""Data & AI Agents Expand"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OebjNIAR/view"", ""AI Agents & Data"")",,Brazil,Retail & CPG,Build with AI,3:  Proposal / Negotiation,2026-07-23,2026-08-14,"80,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hkBIfQAM/view"", ""Casa Granado Laboratorios Farmacias e Drogarias S A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kEMxOAM/view"", ""Granado | ML"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000ORPWqIAP/view"", ""Granado | P&D [Previsão de Teste de Estabilidade]"")",,Corporate,BR CORP,Build with AI,4.2: Ramping / Deliver,2026-08-03,2026-10-19,"55,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hiesLQAQ/view"", ""Atlântica Hotels International (Brasil) Ltda."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000004Z9qdOAC/view"", ""AHI - API"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NSVm1IAH/view"", ""Atlântica Hotels International #GCP #OUT #Integration #API"")",,Corporate,BR CORP,Customer Engagement,0-2: Tech Eval/Solution Dev,2026-08-26,2026-09-29,"30,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hkBIfQAM/view"", ""Casa Granado Laboratorios Farmacias e Drogarias S A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009kEOAOA2/view"", ""Granado | ML Precificacao Ecommerce"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OIr9zIAD/view"", ""CASA GRANADO - ML PRECIFICAÇAO E-COMMERCE"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-27,2026-11-30,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h5VPNQA2/view"", ""Innovaro"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009onuzOAA/view"", ""Infra Modernization"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Oss61IAB/view"", ""Innovaro #GCP Commit"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-09-14,2026-10-12,"135,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMvJ8QAK/view"", ""MARAJO REDE DE SERVICOS S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCeNOAU/view"", ""Grupo Marajó #MIGRAÇÃO #GCP #OUT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NSk2VIAT/view"", ""Grupo Marajó #MIGRAÇÃO #GCP #OUT(Azure / AWS)"")",,Corporate,BR CORP,Migrate and Modernize Databases,4.2: Ramping / Deliver,2026-07-31,2026-09-30,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hUd6JQAS/view"", ""SINAGRO PRODUTOS AGROPECUARIOS SA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eChqOAE/view"", ""Sinova #OUT #GCP #Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OQSz5IAH/view"", ""Sinova #OUT #GCP #Gemini Enterprise #BR + Dados"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004DptKAE/view"", ""ER-473432"")",Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-07-31,2026-08-31,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMvJ8QAK/view"", ""MARAJO REDE DE SERVICOS S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCotOAE/view"", ""MARAJO-IA ( Dados + predição de preços com IA)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000ORQWdIAP/view"", ""MARAJO - EA ( Dados + predição de preços com IA)"")",,Corporate,BR CORP,Analytics,4.2: Ramping / Deliver,2026-06-30,2026-08-31,"10,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hrXliQAE/view"", ""Reifen Investimentos e Participacoes Empresariais Ltda"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009onjNOAQ/view"", ""Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OYmvoIAD/view"", ""Gemini Enterprise"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-08-03,2026-09-07,"120,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001higWwQAI/view"", ""FAST2 MINE TECNOLOGIA E DESENVOLVIMENTO DE SISTEMAS LTDA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009onjXOAQ/view"", ""Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OYmwjIAD/view"", ""Fast2mine - Gemini Enterprise"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-22,2026-11-16,"85,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hrXliQAE/view"", ""Reifen Investimentos e Participacoes Empresariais Ltda"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009onjSOAQ/view"", ""Infra Modernization"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OYmvjIAD/view"", ""Infra Modernization"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-08-03,2026-08-28,"85,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hvUAvQAM/view"", ""Grupo Poly"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009onjIOAQ/view"", ""Grupo Poly - Infra Modernization"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OYmvKIAT/view"", ""Grupo Poly - Infra AI"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-08-12,2026-09-24,"75,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hvUAvQAM/view"", ""Grupo Poly"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009onjDOAQ/view"", ""Gemini Enterprise"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OYmvUIAT/view"", ""Grupo Poly - Gemini Enterprise"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-07,2026-10-13,"40,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6TvpQAE/view"", ""AGREX DO BRASIL S.A."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eCPwOAM/view"", ""Gemini Enteprise - 600 seatss"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NSfDVIA1/view"", ""AGREX - Gemini Enterprise"")",,Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-05-29,2026-08-30,"250,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMvJ8QAK/view"", ""MARAJO REDE DE SERVICOS S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009eAyyOAE/view"", ""MARAJO IA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000ORQWdIAP/view"", ""MARAJO - EA ( Dados + predição de preços com IA)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004Dp4KAE/view"", ""ER-473414"")",Corporate,BR CORP,Build with AI,4.2: Ramping / Deliver,2026-09-30,2026-09-30,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hisUPQAY/view"", ""REDE FROTA SOLUTIONS LTDA"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e9oIOAQ/view"", ""Workload - Producão - Rede Frota"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Om6rfIAB/view"", ""Rede Frota - Workload infra"")",,Corporate,BR CORP,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-08-28,2026-08-28,"70,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMvJ8QAK/view"", ""MARAJO REDE DE SERVICOS S/A"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e9neOAA/view"", ""Gemini Enterprise - Rede Marajó"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000OTaOVIA1/view"", ""Gemini Enterprise - Rede Marajó"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000TYiQKAW/view"", ""ER-497832"")",Corporate,BR CORP,Build with AI,4.2: Ramping / Deliver,2026-07-30,2026-08-28,"63,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hY61hQAC/view"", ""Ancar Administradora de Shopping Centers"")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009olm8OAA/view"", ""Ancar | Vertex AI"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000ORQbdIAH/view"", ""Ancar | Agentes de IA"")",,Corporate,BR CORP,,0-2: Tech Eval/Solution Dev,,,"10,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001uFlbSQAS/view"", ""VPN Soluçoes em TI LTDA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hiesLQAQ/view"", ""Atlântica Hotels International (Brasil) Ltda."")",2,"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009e6kNOAQ/view"", ""AHI - AgentOps"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NSPanIAH/view"", ""Atlântica Hotels International (Brasil) Ltda. #GCP #AgentOps"")",,Corporate,BR CORP,Build with AI,0-2: Tech Eval/Solution Dev,2026-08-28,2026-09-25,"30,000.00"
